"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 19 13:47:31 UTC 2025","Wed Feb 19 13:47:31 UTC 2025","734","","com.vemser.rest.tests.produto.ProdutoPutTest","","com.vemser.rest.tests.produto.ProdutoPutTest","testAtualizarProdutoInvalidoStatus400SemSucesso","testAtualizarProdutoInvalidoStatus400SemSucesso(Produto, String, String) [1] Produto(nome=Tasty Bronze Bacon, preco=3, descricao=o73nmxx231o0p2qoueb44cwfbh2oa4sypqs0lmnk5ihxcp7zvpxlklohzcg62z0n8qjsbezg6wpiqun4hnehl59qzh7u4ohk2qoyclpfnic9xfrabpjmwviyqijr4yk8m9aq8lmc86a8bgiavqoe30n8hh416qoldor1fhxxou2ausw3qpxrj6od3ch8uvp0yrlx62evfwh387leuqq4gkmhm1jccqsga3hsvmt6i2zgvmezjo652rk761q9xen, quantidade=5), message, Já existe produto com esse nome",""
"passed","Wed Feb 19 13:47:23 UTC 2025","Wed Feb 19 13:47:23 UTC 2025","529","","com.vemser.rest.tests.produto.ProdutoPostTest","","com.vemser.rest.tests.produto.ProdutoPostTest","testCadastrarProdutoInvalidoSemSucesso","testCadastrarProdutoInvalidoSemSucesso(Produto, String, String, String, int) [2] Produto(nome=Lightweight Cotton Hat, preco=6, descricao=h464nr9qaz5yixitybxhdxeoulscjxgcucuipwg0ovd913jtocum1diu76j3jws1ac9y4ba5mfdx3ib1nv8k17qvrm9coo5umrjjt1pt1ce8gyi3k4sfk3i59hxfx2n1t7xa84ey4yzgfwk5ab547qqxy4cdchezrjrxp8m7qeo9dk1sh1se2sx70dlkiqt0sy8f7t3vtaax2h54ds4xx4dbdhwf6cq0sysgexyzw04y1froixtl3askrtq7y8s, quantidade=1), Bearer 0, message, Token de acesso ausente, inválido, expirado ou usuário do token não existe mais, 401",""
"passed","Wed Feb 19 13:47:15 UTC 2025","Wed Feb 19 13:47:15 UTC 2025","438","","com.vemser.rest.tests.login.LoginTest","","com.vemser.rest.tests.login.LoginTest","testRealizarLoginComSenhaInvalidaSemSucesso","testRealizarLoginComSenhaInvalidaSemSucesso()",""
"passed","Wed Feb 19 13:47:19 UTC 2025","Wed Feb 19 13:47:19 UTC 2025","542","","com.vemser.rest.tests.produto.ProdutoPostTest","","com.vemser.rest.tests.produto.ProdutoPostTest","testCadastrarProdutoInvalidoSemSucesso","testCadastrarProdutoInvalidoSemSucesso(Produto, String, String) [1] Produto(nome=Tasty Bronze Bacon, preco=9, descricao=8j5bm0s3cfzujnlreql20wi0a8xjp3y6c66nhfhai0xekg9mgcwma251jcj7nzt494hozkmixxpo11t45mjx2cl6tixg8t3vfvly9cn4j4fgr5ue5ctb3ukuswcwo4cjude5fb0ozbcia4ketqy16hkzi449fpkkzg1ecflm997f5f34z8b9752rxpg3cr3mk61cx3q5dh4yxyuaxarax96i7vscsbo03aqjy9um7lkf6grqikrdxeoqmppi6xl, quantidade=2), message, Já existe produto com esse nome",""
"passed","Wed Feb 19 13:47:16 UTC 2025","Wed Feb 19 13:47:16 UTC 2025","440","","com.vemser.rest.tests.login.LoginTest","","com.vemser.rest.tests.login.LoginTest","testRealizarLoginComCampoSenhaVazioSemSucesso","testRealizarLoginComCampoSenhaVazioSemSucesso()",""
"passed","Wed Feb 19 13:47:29 UTC 2025","Wed Feb 19 13:47:30 UTC 2025","830","","com.vemser.rest.tests.produto.ProdutoGetTest","","com.vemser.rest.tests.produto.ProdutoGetTest","testBuscarProdutoPorIDCOmSucesso","testBuscarProdutoPorIDCOmSucesso()",""
"passed","Wed Feb 19 13:46:42 UTC 2025","Wed Feb 19 13:46:42 UTC 2025","682","","com.vemser.rest.tests.produto.ProdutoPutTest","","com.vemser.rest.tests.produto.ProdutoPutTest","testSchemaAtualizarProdutoValidoComSucesso","testSchemaAtualizarProdutoValidoComSucesso()",""
"passed","Wed Feb 19 13:47:34 UTC 2025","Wed Feb 19 13:47:35 UTC 2025","754","","com.vemser.rest.tests.produto.ProdutoPutTest","","com.vemser.rest.tests.produto.ProdutoPutTest","testAtualizarProdutoValidoComSucesso","testAtualizarProdutoValidoComSucesso()",""
"passed","Wed Feb 19 13:47:35 UTC 2025","Wed Feb 19 13:47:35 UTC 2025","100","","com.vemser.rest.tests.healthCheck.HealthCheckTest","","com.vemser.rest.tests.healthCheck.HealthCheckTest","testHealthCheck","testHealthCheck()",""
"passed","Wed Feb 19 13:47:34 UTC 2025","Wed Feb 19 13:47:34 UTC 2025","753","","com.vemser.rest.tests.produto.ProdutoPutTest","","com.vemser.rest.tests.produto.ProdutoPutTest","testAtualizarProdutoInvalidoStatus400SemSucesso","testAtualizarProdutoInvalidoStatus400SemSucesso(Produto, String, String) [5] Produto(nome=Intelligent Cotton Hat, preco=7, descricao=, quantidade=1), descricao, descricao não pode ficar em branco",""
"passed","Wed Feb 19 13:47:14 UTC 2025","Wed Feb 19 13:47:14 UTC 2025","325","","com.vemser.rest.tests.usuario.UsuariosDeleteTest","","com.vemser.rest.tests.usuario.UsuariosDeleteTest","testDeveExcluirUsuarioComCarrinhoSemSucesso","testDeveExcluirUsuarioComCarrinhoSemSucesso()",""
"passed","Wed Feb 19 13:47:13 UTC 2025","Wed Feb 19 13:47:13 UTC 2025","411","","com.vemser.rest.tests.usuario.UsuariosPostTest","","com.vemser.rest.tests.usuario.UsuariosPostTest","testDeveCadastrarUsuarioComEmailRepetidoSemSucesso","testDeveCadastrarUsuarioComEmailRepetidoSemSucesso()",""
"passed","Wed Feb 19 13:46:37 UTC 2025","Wed Feb 19 13:46:37 UTC 2025","458","","com.vemser.rest.tests.usuario.UsuariosGetTest","","com.vemser.rest.tests.usuario.UsuariosGetTest","testSchemaListarUsuariosPorNomeComSucesso","testSchemaListarUsuariosPorNomeComSucesso()",""
"passed","Wed Feb 19 13:47:28 UTC 2025","Wed Feb 19 13:47:29 UTC 2025","820","","com.vemser.rest.tests.produto.ProdutoGetTest","","com.vemser.rest.tests.produto.ProdutoGetTest","testListarProdutoInvalidoSemSucesso","testListarProdutoInvalidoSemSucesso(String, String, String, int) [3] nome, nomeinvalido, quantidade, 0",""
"passed","Wed Feb 19 13:47:15 UTC 2025","Wed Feb 19 13:47:16 UTC 2025","432","","com.vemser.rest.tests.login.LoginTest","","com.vemser.rest.tests.login.LoginTest","testRealizarLoginComSucesso","testRealizarLoginComSucesso()",""
"passed","Wed Feb 19 13:47:17 UTC 2025","Wed Feb 19 13:47:18 UTC 2025","642","","com.vemser.rest.tests.produto.ProdutoDeleteTest","","com.vemser.rest.tests.produto.ProdutoDeleteTest","testDeletarProdutoInvalidoSemSucesso","testDeletarProdutoInvalidoSemSucesso(String, String, String, int) [2] 0, message, Nenhum registro excluído, 200",""
"passed","Wed Feb 19 13:47:23 UTC 2025","Wed Feb 19 13:47:24 UTC 2025","532","","com.vemser.rest.tests.produto.ProdutoPostTest","","com.vemser.rest.tests.produto.ProdutoPostTest","testCadastrarProdutoInvalidoSemSucesso","testCadastrarProdutoInvalidoSemSucesso(Produto, String, String, String, int) [3] Produto(nome=Sleek Wooden Bottle, preco=9, descricao=6ffnpyd54vk703c3j23xqvuyu53liavxtc0h50g2422v3of9938hhffep8gnyxvapqz8lb9heazhincxyuao26oq7aem55u0pch5rmnv5k8yhroxufhz3kcus46hhfqmpmhfcfyelf4dsupcgzcexoza0lop862ut0hfooigz3wvrudxkt1okr2ysdjy05r2ijjgzi4nuccjqrzerqpl8tv6s5cvnvjwge7jt9udbbzmlv3ms03yp6oq3z7l3d8, quantidade=9), Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6ImxhdsOtbmlhLmJhdGlzdGFAbGl2ZS5jb20iLCJwYXNzd29yZCI6ImFocDkyY3IyIiwiaWF0IjoxNzM5OTcyODQyLCJleHAiOjE3Mzk5NzM0NDJ9.foGtFI_1c5xTZmAgIJCgUeaTPU3dIIVJvXDk1hnXa48, message, Rota exclusiva para administradores, 403",""
"passed","Wed Feb 19 13:47:09 UTC 2025","Wed Feb 19 13:47:09 UTC 2025","439","","com.vemser.rest.tests.usuario.UsuariosGetTest","","com.vemser.rest.tests.usuario.UsuariosGetTest","testBuscarUsuariosPorIDComSucessoAssertions","testBuscarUsuariosPorIDComSucessoAssertions()",""
"passed","Wed Feb 19 13:47:32 UTC 2025","Wed Feb 19 13:47:33 UTC 2025","726","","com.vemser.rest.tests.produto.ProdutoPutTest","","com.vemser.rest.tests.produto.ProdutoPutTest","testAtualizarProdutoInvalidoStatus400SemSucesso","testAtualizarProdutoInvalidoStatus400SemSucesso(Produto, String, String) [3] Produto(nome=Lightweight Copper Lamp, preco=null, descricao=5ejwem7dxln0sdes231v8e44jhgj2z5y95slqve2lfn4ofx782q12e1nulluprbp709lvfpwga9fuda3am437c8h99te0088q4zn6at4sjwivnpajm9ysey6k0c1rgivloloiwq87h5xadmfub5ml5f3j2v1zlziu8nb0do5n9q3ouddhwyuxk72ec1mcs42wlxa8xj4eql50ct33ui7ltlhxda6ptlaiqbul8mob96nj64yzbt9cfijk6ubb8e, quantidade=8), preco, preco deve ser um número",""
"passed","Wed Feb 19 13:46:37 UTC 2025","Wed Feb 19 13:46:38 UTC 2025","451","","com.vemser.rest.tests.usuario.UsuariosPutTest","","com.vemser.rest.tests.usuario.UsuariosPutTest","testSchemaDeveAtualizarUsuarioComSucesso","testSchemaDeveAtualizarUsuarioComSucesso()",""
"passed","Wed Feb 19 13:47:12 UTC 2025","Wed Feb 19 13:47:12 UTC 2025","438","","com.vemser.rest.tests.usuario.UsuariosPutTest","","com.vemser.rest.tests.usuario.UsuariosPutTest","testDeveAtualizarUsuarioComIDInválidoEmailExistenteSemSucesso","testDeveAtualizarUsuarioComIDInválidoEmailExistenteSemSucesso()",""
"passed","Wed Feb 19 13:46:38 UTC 2025","Wed Feb 19 13:46:38 UTC 2025","298","","com.vemser.rest.tests.usuario.UsuariosDeleteTest","","com.vemser.rest.tests.usuario.UsuariosDeleteTest","testSchemaDeveExcluirUsuarioComSucesso","testSchemaDeveExcluirUsuarioComSucesso()",""
"passed","Wed Feb 19 13:47:11 UTC 2025","Wed Feb 19 13:47:12 UTC 2025","450","","com.vemser.rest.tests.usuario.UsuariosPutTest","","com.vemser.rest.tests.usuario.UsuariosPutTest","testDeveAtualizarUsuarioComSucesso","testDeveAtualizarUsuarioComSucesso()",""
"passed","Wed Feb 19 13:47:18 UTC 2025","Wed Feb 19 13:47:19 UTC 2025","638","","com.vemser.rest.tests.produto.ProdutoDeleteTest","","com.vemser.rest.tests.produto.ProdutoDeleteTest","testDeletarProdutoInvalidoSemSucesso","testDeletarProdutoInvalidoSemSucesso(String, String, String, int) [3] BeeJh5lz3k6kSIzA, message, Não é permitido excluir produto que faz parte de carrinho, 400",""
"passed","Wed Feb 19 13:47:10 UTC 2025","Wed Feb 19 13:47:10 UTC 2025","460","","com.vemser.rest.tests.usuario.UsuariosGetTest","","com.vemser.rest.tests.usuario.UsuariosGetTest","testListarUsuariosPorNomeComSucesso","testListarUsuariosPorNomeComSucesso()",""
"passed","Wed Feb 19 13:47:11 UTC 2025","Wed Feb 19 13:47:11 UTC 2025","478","","com.vemser.rest.tests.usuario.UsuariosPutTest","","com.vemser.rest.tests.usuario.UsuariosPutTest","testDeveAtualizarUsuarioComCampoNomeVazioSemSucesso","testDeveAtualizarUsuarioComCampoNomeVazioSemSucesso()",""
"passed","Wed Feb 19 13:46:41 UTC 2025","Wed Feb 19 13:46:42 UTC 2025","813","","com.vemser.rest.tests.produto.ProdutoGetTest","","com.vemser.rest.tests.produto.ProdutoGetTest","testSchemaListarProdutoVariavelSeparandoPorVirgulaComSucesso","testSchemaListarProdutoVariavelSeparandoPorVirgulaComSucesso()",""
"passed","Wed Feb 19 13:47:30 UTC 2025","Wed Feb 19 13:47:30 UTC 2025","868","","com.vemser.rest.tests.produto.ProdutoGetTest","","com.vemser.rest.tests.produto.ProdutoGetTest","testListarProdutoVariavelSeparandoPorVirgulaComSucesso","testListarProdutoVariavelSeparandoPorVirgulaComSucesso()",""
"passed","Wed Feb 19 13:47:21 UTC 2025","Wed Feb 19 13:47:21 UTC 2025","586","","com.vemser.rest.tests.produto.ProdutoPostTest","","com.vemser.rest.tests.produto.ProdutoPostTest","testCadastrarProdutoInvalidoSemSucesso","testCadastrarProdutoInvalidoSemSucesso(Produto, String, String) [4] Produto(nome=Ergonomic Rubber Table, preco=2, descricao=8wsidxf04cgrfmn3i2m8svshalg3evy8dip0hc92jbgwgbswbnvb4t8n8cuiumfbsoftfdnu1s5tgmq5qjfac69zgso5vefjziufufoh4n5cfz0hiijsnygr2j2mwd9clyzf27hbq3eusejpyv176ao3ml07dl23pu09os2btpis3g3okw2qk1q08wrmzm6wtc76nimij1o0xokzejv5x7ylcu912m4a3hagwhfbhj0cd2hyis3ge473qgse9rt, quantidade=null), quantidade, quantidade deve ser um número",""
"passed","Wed Feb 19 13:46:39 UTC 2025","Wed Feb 19 13:46:39 UTC 2025","756","","com.vemser.rest.tests.produto.ProdutoDeleteTest","","com.vemser.rest.tests.produto.ProdutoDeleteTest","testSchemaDeletarProdutoValidoComSucesso","testSchemaDeletarProdutoValidoComSucesso()",""
"failed","Wed Feb 19 13:47:27 UTC 2025","Wed Feb 19 13:47:28 UTC 2025","889","","com.vemser.rest.tests.produto.ProdutoGetTest","","com.vemser.rest.tests.produto.ProdutoGetTest","testListarProdutoInvalidoSemSucesso","testListarProdutoInvalidoSemSucesso(String, String, String, int) [2] _id, 0, quantidade, 0",""
"passed","Wed Feb 19 13:47:19 UTC 2025","Wed Feb 19 13:47:20 UTC 2025","596","","com.vemser.rest.tests.produto.ProdutoPostTest","","com.vemser.rest.tests.produto.ProdutoPostTest","testCadastrarProdutoInvalidoSemSucesso","testCadastrarProdutoInvalidoSemSucesso(Produto, String, String) [2] Produto(nome=, preco=3, descricao=bmzao96bawzbc9d9mk8c8ndn5du8vyiazoxz3bl5dealmoom3e74b47xntyurtrbvgcoiz8nfzb79fsw5dausee8et5antaygmjcbrplgzq2berf7obq8wbe2vks3jfhsnzkgxecdnq9r57ja3n7r75i4uvx3buj3iobemmmpmghkjqw5rp5tnock65lz1zorjhuhqpcgtkpnxyek7e1mv0s03rjf4jcbe34dsb7vapy1z3por6bepxy3ykg7hw, quantidade=3), nome, nome não pode ficar em branco",""
